,active,age,birth_city,birth_country,birth_date,birth_state,college,depth_chart_order,depth_chart_position,espn_id,fantasy_data_id,fantasy_positions,first_name,full_name,gsis_id,hashtag,height,high_school,injury_body_part,injury_notes,injury_start_date,injury_status,last_name,news_updated,number,player_id,position,practice_description,practice_participation,rotowire_id,rotoworld_id,search_first_name,search_full_name,search_last_name,search_rank,sport,sportradar_id,stats_id,status,team,weight,yahoo_id,years_exp
3078,True,28,,,1991-07-09,,Alabama State,,,3153437,17825,['WR'],Jamel,Jamel Johnson,,#JamelJohnson-NFL-FA-87,"6'2""",,,,,,Johnson,,87,3078,WR,,,9728,,jamel,jameljohnson,johnson,9999999,nfl,ebf932ff-92e0-4c5b-a363-2c821d97703f,547082,Inactive,,225,29213,4
855,True,32,,,1987-02-25,,Arizona,,,13997,12951,"['LB', 'DL']",Brooks,Brooks Reed,00-0027980,#BrooksReed-NFL-ARI-50,"6'2""",,Hamstring,Reed has landed on the injured reserve list due to a hamstring injury.,2019-11-08,Out,Reed,1573250448292,50,855,OLB,,,7451,6539,brooks,brooksreed,reed,1327,nfl,b6782b61-89e1-4a9d-9ad1-7715eb6ff628,,Active,ARI,262,24829,8
6396,True,24,,,1995-05-14,,Wyoming,6,TE,3125402,21369,['TE'],Austin,Austin Fort, 00-0034932,#AustinFort-NFL-DEN-89,"6'4""",,Knee,Fort tore his ACL and is on injured reserve.,2019-08-11,IR,Fort,1565475025272,89,6396,TE,,,14062,,austin,austinfort,fort,1832,nfl,92c3ccc0-b808-4852-a65d-c2c7e9118cef,823871,Injured Reserve,DEN,245,32191,0
5537,True,,,,,,San Jose State,,,3125286,20567,['P'],Michael,Michael Carrizosa,,#MichaelCarrizosa-NFL-CLE-17,"5'10""",,,,,,Carrizosa,,17,5537,P,,,13140,,michael,michaelcarrizosa,carrizosa,9999999,nfl,f5346ba2-69df-444c-a1f8-52aeacbd6ec5,,Active,CLE,229,31452,1
4920,True,27,,,1990-04-13,,Florida State,,,,18864,['LS'],Dax,Dax Dellenbach,,#DaxDellenbach-NFL-TB-49,"6'1""",,,,,,Dellenbach,,49,4920,LS,,,11745,,dax,daxdellenbach,dellenbach,9999999,nfl,e49b6d73-1751-4254-b63f-60a71291e170,,Active,TB,235,30095,1
4986,True,24,,,1995-09-02,,UCLA,1,LT,3134312,19840,['OL'],Kolton,Kolton Miller,00-0034759,#KoltonMiller-NFL-OAK-74,"6'9""",,,,,,Miller,1556946930450,74,4986,OT,,,12526,13140,kolton,koltonmiller,miller,9999999,nfl,e4085e9f-ab3b-4dd6-9cb0-bf6f2bd428fd,,Active,OAK,309,30985,1
395,True,32,,,1987-06-10,,Ohio University,,,12619,8776,['DB'],Mike,Mike Mitchell, 00-0027023,#MikeMitchell-NFL-FA-34,"6'1""",,,,,,Mitchell,1547051140590,34,395,SS,,,6102,5308,mike,mikemitchell,mitchell,9999999,nfl,ca8815bc-c68f-4d18-80fc-f61e4a2053b8,,Inactive,,220,9311,10
2325,True,26,,,1993-05-24,,Southern California,2,SWR,2971618,16781,['WR'],Nelson,Nelson Agholor,00-0031549,#NelsonAgholor-NFL-PHI-13,"6'0""",,Knee,"Agholor has missed the past three games with a knee injury,  and it is unclear if he will return against the Giants in Week 17.",2019-12-22,Out,Agholor,1577046660933,13,2325,WR,,,10132,10360,nelson,nelsonagholor,agholor,201,nfl,cfb0ff68-51cb-4dad-ba81-f9e019a93a91,691055,Active,PHI,198,28408,4
388,False,34,,,1982-11-14,,Purdue,,,8520,8703,['QB'],Kyle,Kyle Orton,,#KyleOrton-NFL-FA-18,"6'4""",,,,,,Orton,,18,388,QB,,,,3214,kyle,kyleorton,orton,9999999,nfl,ef068d71-d18f-4b67-a7b4-71c416a14cba,,Inactive,,225,,10
5153,True,24,,,1995-06-12,,None,1,RCB,3133440,20102,['DB'],Levi,Levi Wallace,00-0034514,#LeviWallace-NFL-BUF-39,"6'0""",,,,,,Wallace,1574145946750,39,5153,CB,,,12843,,levi,leviwallace,wallace,9999999,nfl,3cd88d26-6c80-47a1-a044-9164fa96459a,843819,Active,BUF,179,31603,1
3444,True,25,,,1994-03-09,,Louisville,1,LILB,2970181,18208,['LB'],James,James Burgess,00-0032627,#JamesBurgess-NFL-NYJ-58,"6'0""",,,,,,Burgess,1576279804664,58,3444,ILB,,,11646,11606,james,jamesburgess,burgess,9999999,nfl,0b06c168-c660-440a-922e-954ac15c0df0,652611,Active,NYJ,236,29822,3
5543,True,24,,,1994-01-18,,None,,,2577394,20290,['LB'],CJ,CJ Johnson,,#CJJohnson-NFL-FA-54,"6'2""",,,,,,Johnson,1534389606949,54,5543,ILB,,,13113,,cj,cjjohnson,johnson,9999999,nfl,d2ab6b74-611c-4d76-b364-43a843325087,,Inactive,,225,31435,0
4358,True,26,,,1993-08-03,,North Carolina-Charlotte,,,3050138,19215,['WR'],Austin,Austin Duke,00-0033409,#AustinDuke-NFL-FA-8,"5'10""",,,,,,Duke,1515534001591,8,4358,WR,,,12440,,austin,austinduke,duke,9999999,nfl,07055824-4bf8-4518-bcec-03df1e921eec,749410,Inactive,,161,30380,2
2683,True,26,,,1993-01-11,,Rensselaer,,,3893609,17151,['K'],Andrew,Andrew Franks,,#AndrewFranks-NFL-FA-3,"6'0""",,,,,Out,Franks,,3,2683,K,,,10647,10983,andrew,andrewfranks,franks,9999999,nfl,59da7aea-f21a-43c5-b0bf-2d1e8b19da80,870479,Inactive,,201,28907,4
5184,True,25,,,1994-11-28,,None,,,3042747,20181,['DL'],Greg,Greg Gilmore,00-0034122,#GregGilmore-NFL-CAR-68,"6'4""",,,,,,Gilmore,1557803719924,68,5184,DT,,,12864,,greg,greggilmore,gilmore,1976,nfl,7ecac271-87a9-43e6-afea-abc57552a0c1,,Practice Squad,CAR,318,31417,1
5551,True,24,,,1995-05-05,,Holy Cross,,,3048026,20502,['OL'],Jimmy,Jimmy Murray,00-0034295,#JimmyMurray-NFL-NYJ-61,"6'5""",,,,,,Murray,1566169837810,61,5551,C,,,13178,,jimmy,jimmymurray,murray,9999999,nfl,99119082-a5be-4fb0-bebf-ad25cd564b4e,,Practice Squad,NYJ,304,31494,1
456,False,31,,,1986-01-04,,Penn State,,,2516392,9362,['TE'],Deon,Deon Butler,,#DeonButler-NFL-FA-3,"6'3""",,,,,,Butler,,3,456,TE,,,,,deon,deonbutler,butler,9999999,nfl,,542152,Inactive,,239,29203,0
283,False,33,,,1985-01-14,,Miami,,,10469,7174,['LB'],Jon,Jon Beason,,#JonBeason-NFL-FA-52,"6'0""",,,,,,Beason,,52,283,ILB,,,5195,4192,jon,jonbeason,beason,9999999,nfl,7418f17b-2573-4e03-bfb3-87a3b6938f98,,Inactive,,237,8279,9
1458,False,28,,,1989-11-29,,Western Kentucky,3,RDE,15997,15040,['DL'],Quanterus,Quanterus Smith,,#QuanterusSmith-NFL-FA-79,"6'5""",,,,,,Smith,,79,1458,DE,,,8741,,quanterus,quanterussmith,smith,9999999,nfl,2efa19c5-c59b-4b45-be85-6a724dc9e191,,Inactive,,250,26769,3
5747,True,25,,,1994-07-08,,Kentucky,,,4035069,20656,['WR'],Kayaune,Kayaune Ross,00-0034761,#KayauneRoss-NFL-FA-15,"6'6""",,,,,,Ross,1533405320530,15,5747,WR,,,13348,,kayaune,kayauneross,ross,9999999,nfl,97961b4d-48d4-49a9-b738-0c984888f0ba,920060,Inactive,,227,31743,1
4042,True,26,,,1993-09-04,,Utah,,,3912576,18885,['RB'],Joe,Joe Williams,00-0033286,#JoeWilliams-NFL-FA-32,"5'11""",,,,,,Williams,1535761340202,32,4042,RB,,,11778,12204,joe,joewilliams,williams,9999999,nfl,bfadb11e-2e89-48f6-a7b2-896be3106dc8,867383,Inactive,,202,30234,2
5497,True,24,,,1995-08-31,,None,,,3125884,20522,['DL'],Jon,Jon Cunningham,00-0034138,#JonCunningham-NFL-FA-99,"5'11""",,,,,,Cunningham,,99,5497,DT,,,13088,,jon,joncunningham,cunningham,9999999,nfl,cae53a94-89ce-4eb5-aff9-b1b618283db3,,Inactive,,289,31362,1
350,True,33,,,1986-11-11,,USC,,,12482,8415,['QB'],Mark,Mark Sanchez,00-0026898,#MarkSanchez-NFL-FA-6,"6'2""",,,,,,Sanchez,1563902715581,6,350,QB,,,5973,5192,mark,marksanchez,sanchez,9999999,nfl,e6c40f79-1bbd-4f62-9391-7f535f110c0d,297127,Inactive,,225,9269,10
3638,False,25,,,1993-03-25,,Sioux Falls,,,4012549,18427,['DB'],John,John Tidwell,,#JohnTidwell-NFL-FA-45,"6'0""",,,,,,Tidwell,,45,3638,CB,,,11431,,john,johntidwell,tidwell,9999999,nfl,e96f64bd-770d-4fda-8885-2f879a2607ee,,Inactive,,191,29635,0
6598,True,24,,,1995-12-10,,Stanford,4,LWR,3931391,21263,['WR'],Trenton,Trenton Irwin, 00-0035341,#TrentonIrwin-NFL-CIN-16,"6'1""",,,,,,Irwin,1570134325582,16,6598,WR,,,13626,,trenton,trentonirwin,irwin,9999999,nfl,ee79ad2e-353a-40cd-9344-c9d84f7e4b63,884943,Practice Squad,CIN,200,32438,0
2170,True,29,,,1990-08-08,,Minnesota,,,16744,16526,['DL'],Ra'Shede,Ra'Shede Hageman, 00-0031281,#RaShedeHageman-NFL-ATL-90,"6'6""",,Hamstring,Hageman is on injured reserve due to hamstring injury and neck injuries.,2019-09-17,Out,Hageman,1568780115096,90,2170,DT,,,9254,9361,rashede,rashedehageman,hageman,1890,nfl,917e7a94-fef2-4293-b50e-94e52f777232,498931,Active,ATL,310,27565,5
5782,True,,,,,,None,2,RG,3892890,20267,['OL'],Erick,Erick Wren,00-0034868,#ErickWren-NFL-FA-74,"6'2""",,,,,,Wren,,74,5782,G,,,13377,,erick,erickwren,wren,9999999,nfl,593e7567-a8a2-4032-876c-12ef72720dc6,,Inactive,,308,31778,1
1224,False,28,,,1989-07-19,,Notre Dame,,,15080,14497,['LB'],Darius,Darius Fleming,,#DariusFleming-NFL-FA-53,"6'2""",,,,,,Fleming,,53,1224,OLB,,,8292,,darius,dariusfleming,fleming,9999999,nfl,191d31c5-46ff-4e35-ab6e-fc77e1fad7cf,,Inactive,,255,25875,4
DEN,True,,,,,,,,,,,['DEF'],Denver,,,,,,,,,,Broncos,,,DEN,DEF,,,,,,,,,nfl,,,,DEN,,,
3121,False,,,,,,,,,,17875,,Jon,Jon Robinson,,#JonRobinson-NFL-FA-0,,,,,,,Robinson,,0,3121,,,,,11230,jon,jonrobinson,robinson,9999999,nfl,,,Inactive,,,,0
1365,True,28,,,1991-07-23,,Marshall,,,15834,14886,['WR'],Aaron,Aaron Dobson,,#AaronDobson-NFL-FA-83,"6'3""",,,,,IR,Dobson,,83,1365,WR,,,8795,8479,aaron,aarondobson,dobson,9999999,nfl,ac673b16-3268-43df-a521-4dfd864698cc,512627,Injured Reserve,,210,26682,6
2099,True,29,,,1990-12-22,,Stanford,1,LDE,16751,16420,"['LB', 'DL']",Trent,Trent Murphy,00-0031300,#TrentMurphy-NFL-BUF-93,"6'5""",,,,,,Murphy,1576646457986,93,2099,DE,,,9265,9637,trent,trentmurphy,murphy,1482,nfl,5d98bad5-1730-4095-825d-3ff8d10d1116,503191,Active,BUF,250,27575,5
1100,True,30,,,1989-08-21,,Nebraska,,,15019,13962,['DL'],Jared,Jared Crick,,#JaredCrick-NFL-FA-93,"6'4""",,,,,,Crick,,93,1100,DE,,,8138,,jared,jaredcrick,crick,9999999,nfl,9ec9bb80-24ff-42e9-b910-005ade0726b3,406421,Inactive,,279,25836,7
3974,False,,,,,,,,,,18809,,Jon,Jon Gruden,,#JonGruden-NFL-FA-0,,,,,,,Gruden,,0,3974,,,,,9270,jon,jongruden,gruden,9999999,nfl,,,Inactive,,,,0
1739,False,27,,,1990-07-19,,Miami,,,15647,15697,['TE'],Chase,Chase Ford,,#ChaseFord-NFL-FA-48,"6'6""",,,,,,Ford,,48,1739,TE,,,8941,,chase,chaseford,ford,9999999,nfl,1efa88ac-9603-4c4b-a412-1aa30c493730,553604,Inactive,,245,26000,3
1744,False,29,,,1988-04-30,,Alabama,,,16434,15727,['DB'],Robert,Robert Lester,,#RobertLester-NFL-FA-38,"6'1""",,,,,,Lester,,38,1744,SS,,,,,robert,robertlester,lester,9999999,nfl,cffccec0-ada1-4beb-9f4e-ac639115fb54,,Inactive,,211,,3
3239,True,28,,,1991-07-06,,BYU,,,2980444,18000,['DL'],Bronson,Bronson Kaufusi,00-0033117,#BronsonKaufusi-NFL-NYJ-91,"6'6""",,,,,,Kaufusi,1570290337399,91,3239,DE,,,11087,11381,bronson,bronsonkaufusi,kaufusi,1277,nfl,dac819b2-245f-4845-a73e-b6f92fbe3abb,695300,Practice Squad,NYJ,285,29304,3
6243,True,22,,,1997-07-10,,Kentucky,,,3915255,21174,['DB'],Chris,Chris Westry, 00-0035422,#ChrisWestry-NFL-FA-39,"6'4""",,Hamstring,Westry has landed on the injured reserve list with a hamstring injury.,2019-09-02,Out,Westry,1567786221030,39,6243,CB,,,13914,,chris,chriswestry,westry,1937,nfl,ac84c815-7ed4-49b2-b84a-08cf6c016eb5,,Inactive,,191,32199,0
5824,True,26,,,1993-06-09,,Colorado State,1,P,2973605,20718,['P'],Hayden,Hayden Hunt,,#HaydenHunt-NFL-FA-1,"6'0""",,,,,,Hunt,1556575558059,1,5824,P,,,11830,,hayden,haydenhunt,hunt,9999999,nfl,812162ea-0b21-4da6-b7c9-383b1e8ab60e,,Inactive,,209,31809,0
2959,False,25,,,1991-11-13,,James Madison,,,2587811,17438,['LB'],Sage,Sage Harold,,#SageHarold-NFL-FA-96,"6'3""",,,,,,Harold,,96,2959,OLB,,,,,sage,sageharold,harold,9999999,nfl,93b04a28-de9f-4b7e-bb27-f31d938b220a,,Inactive,,241,,0
5318,True,23,,,1996-08-24,,None,2,LB,3116187,19944,['LB'],Ja'whaun,Ja'whaun Bentley,00-0034385,#JawhaunBentley-NFL-NE-51,"6'2""",,,,,Questionable,Bentley,1575835832929,51,5318,LB,,,12766,,jawhaun,jawhaunbentley,bentley,927,nfl,3164fc4b-b2ae-43b3-9ff1-1d5f744b9f88,,Active,NE,250,31113,1
3783,True,26,,,1993-05-10,,Louisiana Tech,,,2577286,18596,['WR'],Paul,Paul Turner,00-0032841,#PaulTurner-NFL-FA-86,"5'10""",,,,,,Turner,1535742995004,86,3783,WR,,,11540,,paul,paulturner,turner,9999999,nfl,c92f0c72-f333-4c52-ba7d-4797cbf43078,589999,Inactive,,195,29686,3
6574,True,23,,,1996-05-12,,Villanova,,,,21270,['DB'],Rob,Rob Rolle,,#RobRolle-NFL-FA-4,"6'1""",,Undisclosed,Langford has reverted to the injured reserve list after clearing waivers with an unspecified injury.,2019-06-13,Out,Rolle,,4,6574,FS,,,,,rob,robrolle,rolle,9999999,nfl,c27a99d1-8f5c-4b72-b674-f2d74cc5ae4c,,Inactive,,190,,0
397,True,33,,,1985-09-04,,Iowa,,,12705,8778,['TE'],Brandon,Brandon Myers,,#BrandonMyers-NFL-FA-82,"6'4""",,,,,,Myers,,82,397,TE,,,6128,,brandon,brandonmyers,myers,9999999,nfl,2cb0ddf8-32c3-415b-bd23-2d6c56e76100,264810,Inactive,,250,9466,8
724,False,31,,,1986-09-05,,Arizona,,,13005,12274,['DB'],Nate,Nate Ness,,#NateNess-NFL-FA-47,"6'1""",,,,,,Ness,,47,724,FS,,,,,nate,nateness,ness,9999999,nfl,ddba2dbd-c1b3-4e34-a118-06daa485ec91,,Inactive,,190,9722,4
2684,False,28,,,1989-04-10,,Nevada,,,15753,17152,['WR'],Corbin,Corbin Louks,,#CorbinLouks-NFL-FA-6,"6'0""",,,,,,Louks,,6,2684,WR,,,,,corbin,corbinlouks,louks,9999999,nfl,1a4af562-3441-4bcf-8ae0-a6e5ad8b6ed3,383512,Inactive,,200,26594,0
412,True,37,,,1982-01-22,,Arkansas,1,LT,6012,8920,['OL'],Jason,Jason Peters,00-0022531,#JasonPeters-NFL-PHI-71,"6'4""",,,,,,Peters,1573859417831,71,412,OT,,,3874,3061,jason,jasonpeters,peters,9999999,nfl,46aab8e6-3ca9-4213-a6cb-87db90786f6b,,Active,PHI,340,7122,15
1638,True,29,,,1990-09-04,,Texas State,,,16367,15373,['DB'],Darryl,Darryl Morris,,#DarrylMorris-NFL-FA-23,"5'10""",,,,,,Morris,1511899801324,23,1638,CB,,,9171,,darryl,darrylmorris,morris,9999999,nfl,bd0e5bd7-1e86-439f-bd90-8e8c44a9fcc3,470897,Inactive,,188,27215,6
4200,True,25,,,1994-11-18,,Purdue,3,RWR,3052470,19046,['WR'],Deangelo,Deangelo Yancey,00-0033291,#DeangeloYancey-NFL-FA-18,"6'1""",,,,,,Yancey,1567220158216,18,4200,WR,,,12206,12382,deangelo,deangeloyancey,yancey,715,nfl,591ce770-7ca3-49e0-965f-5a69a55f2c07,749082,Inactive,,220,30288,2
4906,True,27,,,1992-04-02,,Miami,3,SS,2512591,19808,"['LB', 'DB']",Kacy,Kacy Rodgers II,00-0034063,#KacyRodgersII-NFL-FA-39,"6'2""",,,,,,Rodgers II,1535771213611,39,4906,SS,,,12931,,kacy,kacyrodgersii,rodgersii,9999999,nfl,d23b7135-c37d-4a5d-b034-2400b3666fa0,,Inactive,,220,30961,1
6056,True,22,,,1997-05-25,,Arkansas,1,WILL,3916903,20778,['LB'],Dre,Dre Greenlaw, 00-0034982,#DreGreenlaw-NFL-SF-57,"5'11""",,,,,,Greenlaw,1577056802917,57,6056,OLB,,,13804,,dre,dregreenlaw,greenlaw,1654,nfl,e6eb9d50-9231-44ff-89eb-7f7b996e042f,,Active,SF,237,31980,0
2571,False,26,,,1992-02-14,,Cincinnati,,,2512509,17036,['TE'],Jeff,Jeff Luc,,#JeffLuc-NFL-FA-0,"6'0""",,,,,,Luc,,0,2571,TE,,,10376,,jeff,jeffluc,luc,9999999,nfl,6fb134a4-9fe7-474a-acd4-fe038e4bc641,,Inactive,,263,28912,1
5903,True,24,,,1995-04-03,,West Virginia,1,QB,3115252,20779,['QB'],Will,Will Grier, 00-0035251,#WillGrier-NFL-CAR-3,"6'2""",,,,,,Grier,1577124006459,3,5903,QB,,,13446,13977,will,willgrier,grier,504,nfl,7905e9be-2f66-4ff5-a6e9-dbe281bf4822,820423,Active,CAR,217,31932,0
3468,False,25,,,1992-12-11,,Purdue,3,C,,18232,['OL'],Robert,Robert Kugler,,#RobertKugler-NFL-FA-67,"6'3""",,,,,,Kugler,,67,3468,C,,,11322,,robert,robertkugler,kugler,9999999,nfl,21aa31bb-8822-4cd3-a8df-619875785086,,Inactive,,300,29551,0
6706,True,23,,,1996-10-17,,SE Louisiana,,,3115384,21624,['LB'],Sione,Sione Teuhema, 00-0035673,#SioneTeuhema-NFL-CAR-46,"6'3""",,,,,,Teuhema,1565381106169,46,6706,OLB,,,14323,,sione,sioneteuhema,teuhema,1931,nfl,a01280a0-41f3-406a-83bf-3d57e2a6db90,,Practice Squad,CAR,243,32617,0
4303,True,26,,,1993-12-13,,Texas-San Antonio,,,2971542,19151,['DB'],Jordan,Jordan Moore,00-0033233,#JordanMoore-NFL-FA-30,"6'3""",,,,,,Moore,1544580637053,30,4303,FS,,,12509,,jordan,jordanmoore,moore,9999999,nfl,e8aca261-6e92-4e6d-bd21-3cfeb70ce9e4,,Inactive,,225,30461,2
394,True,32,,,1987-02-26,,Maryland,,,12570,8771,['WR'],Darrius,Darrius Heyward-Bey,00-0026983,#DarriusHeywardBey-NFL-FA-88,"6'2""",,,,,,Heyward-Bey,1546629047318,88,394,WR,,,5993,,darrius,darriusheywardbey,heywardbey,9999999,nfl,c456e060-d4d8-46cb-acf4-296edfb4f7bd,284925,Inactive,,210,9271,10
955,False,30,,,1988-12-14,,Fordham,1,FS,14466,13330,['DB'],Isa,Isa Abdul-Quddus,,#IsaAbdulQuddus-NFL-FA-24,"6'1""",,,,,,Abdul-Quddus,,24,955,FS,,,7843,6995,isa,isaabdulquddus,abdulquddus,9999999,nfl,1cf89a44-0b07-4eaf-87b6-face89587820,,Inactive,,220,25275,5
1881,True,28,,,1991-05-05,,Virginia,3,DT,16831,16100,['DL'],Brent,Brent Urban,00-0031177,#BrentUrban-NFL-CHI-92,"6'7""",,,,,,Urban,1571691314762,92,1881,DT,,,9415,9566,brent,brenturban,urban,1377,nfl,63cef4ac-6e22-497b-9f8c-fbccd0694d17,509425,Active,CHI,295,27662,5
2376,True,28,,,1991-08-12,,Oregon,3,C,2516984,16832,['OL'],Hroniss,Hroniss Grasu,00-0031561,#HronissGrasu-NFL-BAL-63,"6'3""",,,,,,Grasu,1575525310816,63,2376,C,,,10274,10393,hroniss,hronissgrasu,grasu,9999999,nfl,1c435ae4-8e29-4006-905b-7fa34f87604b,,Active,BAL,297,28459,4
6381,True,23,,,1996-11-24,,Eastern Illinois,3,RWR,4249496,21312,['WR'],Alexander,Alexander Hollins, 00-0035104,#AlexanderHollins-NFL-MIN-15,"6'0""",,,,,,Hollins,1575317120848,15,6381,WR,,,14049,,alexander,alexanderhollins,hollins,9999999,nfl,d0780152-5d3e-4add-99bd-e330c258df10,1050926,Active,MIN,162,32143,0
2450,True,26,,,1993-06-15,,UCLA,2,QB,2577189,16907,['QB'],Brett,Brett Hundley,00-0031589,#BrettHundley-NFL-ARI-7,"6'3""",,,,,,Hundley,1577069403513,7,2450,QB,,,9706,10402,brett,bretthundley,hundley,502,nfl,e97f5ca9-186e-4346-ae65-1cd757ada455,590420,Active,ARI,226,28535,4
4239,True,27,,,1992-11-24,,Coastal Carolina,6,RB,2968226,19085,['RB'],De'Angelo,De'Angelo Henderson,00-0033581,#DeAngeloHenderson-NFL-PHI-48,"5'7""",,,,,,Henderson,1573833014474,48,4239,RB,,,11762,,deangelo,deangelohenderson,henderson,1756,nfl,294b247f-c8b9-4fe7-9fce-bb4011fff02f,602310,Practice Squad,PHI,202,30319,2
2975,True,28,,,1991-03-18,,Eastern Kentucky,,,2472364,17470,['P'],Jordan,Jordan Berry,00-0031502,#JordanBerry-NFL-PIT-4,"6'5""",,,,,,Berry,1552492253218,4,2975,P,,,10172,,jordan,jordanberry,berry,9999999,nfl,e20a7609-8129-400f-87b9-d11dda3836b4,,Active,PIT,210,28388,4
1760,False,29,,,1988-06-16,,Coastal Carolina,,,,15790,['TE'],Jamie,Jamie Childers,,#JamieChilders-NFL-FA-40,"6'5""",,,,,,Childers,,40,1760,TE,,,10715,,jamie,jamiechilders,childers,9999999,nfl,7bad4152-145c-4360-8e07-3f500c6043f9,404415,Inactive,,246,,1
1425,True,29,,,1990-01-11,,Connecticut,3,TE,15887,14985,['TE'],Ryan,Ryan Griffin,00-0030108,#RyanGriffin-NFL-NYJ-84,"6'6""",,Ankle,Griffin has been added to the injured reserve list with an injured ankle.,2019-12-12,IR,Griffin,1576186857328,84,1425,TE,,,8911,8600,ryan,ryangriffin,griffin,443,nfl,cb1df42c-b59c-4e23-a9a2-fbfc2b39ef71,465129,Injured Reserve,NYJ,247,26824,6
3497,True,26,,,1992-12-23,,Arkansas State,,,2572850,18263,['TE'],Darion,Darion Griswold,,#DarionGriswold-NFL-FA-83,"6'3""",,,,,Out,Griswold,,83,3497,TE,,,11253,,darion,dariongriswold,griswold,9999999,nfl,4a113c60-838b-429b-bbea-378db16942ce,608346,Inactive,,253,29600,3
2665,False,26,,,1991-01-13,,South Carolina,,,17015,17133,['DB'],Jimmy,Jimmy Legree,,#JimmyLegree-NFL-FA-46,"5'11""",,,,,,Legree,,46,2665,CB,,,,,jimmy,jimmylegree,legree,9999999,nfl,688b98e5-6833-49df-890e-dabe5c724158,,Inactive,,187,,1
3361,True,25,,,1994-06-20,,SE Louisiana,3,LCB,2974631,18122,['DB'],Harlan,Harlan Miller,00-0032798,#HarlanMiller-NFL-FA-48,"6'0""",,,,,,Miller,1545174057114,48,3361,CB,,,11136,,harlan,harlanmiller,miller,9999999,nfl,a0b23166-6964-4d52-a7b4-9705b61a7e56,697963,Inactive,,182,29439,3
1068,True,30,,,1989-10-26,,Alabama,,,14940,13871,['DB'],Dre,Dre Kirkpatrick,00-0029560,#DreKirkpatrick-NFL-CIN-27,"6'2""",,Knee,Kirkpatrick is on injured reserve due to a hyperextended left knee.,2019-11-15,Out,Kirkpatrick,1573839014970,27,1068,CB,,,8163,7463,dre,drekirkpatrick,kirkpatrick,1683,nfl,e972d67d-8302-4c64-9c1c-bc3121b90af4,,Active,CIN,186,25727,7
5415,True,25,,,1994-09-16,,Oklahoma State,2,LT,3046323,20433,['OL'],Zachary,Zachary Crabtree, 00-0034542,#ZacharyCrabtree-NFL-FA-60,"6'6""",,,,,,Crabtree,1557961503236,60,5415,OT,,,12732,,zachary,zacharycrabtree,crabtree,9999999,nfl,f73a26da-0da4-4a51-88b5-98988ca94c58,,Inactive,,318,31673,1
6109,True,23,,,1996-07-09,,Wisconsin,4,RB,3917668,20819,['RB'],Alec,Alec Ingold, 00-0035125,#AlecIngold-NFL-OAK-45,"6'1""",,,,,,Ingold,1576613122419,45,6109,FB,,,13806,,alec,alecingold,ingold,9999999,nfl,7ade135c-0760-4548-b7d9-cf1174e2be33,880322,Active,OAK,242,32344,0
4059,True,23,,,1996-05-19,,Ohio State,1,RCB,3121421,18905,['DB'],Marshon,Marshon Lattimore,00-0033874,#MarshonLattimore-NFL-NO-23,"6'0""",,,,,,Lattimore,1575045658227,23,4059,CB,,,12023,12229,marshon,marshonlattimore,lattimore,1220,nfl,66386076-7d61-47b7-88e2-34a883de250f,,Active,NO,193,30124,2
791,True,31,,,1988-06-21,,Southern Arkansas,3,LDT,14310,12716,"['DL', 'DB']",Cedric,Cedric Thornton, 00-0028424,#CedricThornton-NFL-FA-92,"6'3""",,,,,,Thornton,1564194358191,92,791,DT,,,7874,,cedric,cedricthornton,thornton,1612,nfl,1e110bd9-4eca-410f-82ed-e4d8af131574,407045,Inactive,,309,25048,8
749,True,35,,,1984-10-04,,Nebraska - Omaha,,,12699,12415,['TE'],Zach,Zach Miller,00-0027125,#ZachMiller-NFL-FA-86,"6'4""",,,,,,Miller,1555446948936,86,749,TE,,,6124,5394,zach,zachmiller,miller,9999999,nfl,338b1ed8-131f-41f4-850a-1f93534558c7,245993,Inactive,,245,9444,10
5973,True,22,,,1997-03-21,,San Jose State,6,TE,3921690,20899,['TE'],Josh,Josh Oliver, 00-0035249,#JoshOliver-NFL-JAX-89,"6'5""",,Back,Oliver has been sent to the injured reserve list due to multiple small fractures in his back.,2019-11-18,IR,Oliver,1574117742811,89,5973,TE,,,13786,,josh,josholiver,oliver,410,nfl,dc83f7af-7b30-4c4a-9c93-f67bd8db954b,881779,Injured Reserve,JAX,249,31901,0
6603,True,23,,,1996-09-19,,Southern Utah,,,4251009,21501,['OL'],Marquez,Marquez Tucker,,#MarquezTucker-NFL-FA-71,"6'3""",,,,,,Tucker,,71,6603,OT,,,14151,,marquez,marqueztucker,tucker,9999999,nfl,c54e7e12-8433-46de-80fa-ae98cb5407dd,,Inactive,,297,32264,0
3369,True,25,,,1994-04-22,,Houston,1,LB,2987743,18130,['LB'],Elandon,Elandon Roberts,00-0032442,#ElandonRoberts-NFL-NE-52,"6'0""",,,,,,Roberts,1574205050564,52,3369,LB,,,11234,,elandon,elandonroberts,roberts,831,nfl,f6d7cf0f-72d2-473f-a44b-4a253587ca0f,,Active,NE,235,29448,3
2723,False,26,,,1992-06-03,,New Hampshire,2,RWR,2507284,17191,['WR'],RJ,RJ Harris,,#RJHarris-NFL-FA-14,"6'0""",,,,,,Harris,,14,2723,WR,,,10546,,rj,rjharris,harris,9999999,nfl,77246163-5f43-42ce-a451-044aeea11ac4,552237,Inactive,,200,28757,1
